Cognome e nome,Tipo elezione,Coalizione,FACEBOOK,FACEBOOK NAME,INSTAGRAM
COTTARELLI CARLO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/CCottarelli,Carlo Cottarelli,https://www.instagram.com/cottarelli.carlo/
CRAXI STEFANIA GABRIELLA ANASTASIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/StefaniaCraxiOfficial,Stefania Craxi,https://www.instagram.com/s.craxi/
CROATTI MARCO,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/marco.croatti.M5S,Marco Croatti M5S,https://www.instagram.com/marco_croatti/
CUCCHI ILARIA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/profile.php?id=100044437656268,Ilaria Cucchi,https://www.instagram.com/ilariacucchiofficial/
DAMANTE CONCETTA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/KettyDaman,Ketty Damante,https://www.instagram.com/ketty_damante/
DE CARLO LUCA,Senato Italia,CENTRODESTRA,https://www.facebook.com/LucaDeCarlo.paginaufficiale,Luca De Carlo,https://www.instagram.com/lucadec72/
DE POLI ANTONIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/antoniodepoli,Antonio De Poli,https://www.instagram.com/antoniodepoli/
DE PRIAMO ANDREA,Senato Italia,CENTRODESTRA,https://www.facebook.com/profile.php?id=100057983261825,Andrea De Priamo,https://www.instagram.com/andreadepriamobis/
DE ROSA RAFFAELE,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/raffaelederosam5s,Raffaele De Rosa,
D'ELIA CECILIA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/ceciliadeliaofficial,Cecilia D'Elia,
DELLA PORTA COSTANZO,Senato Italia,CENTRODESTRA,https://www.facebook.com/dellaportacostanzo,Costanzo Della Porta,https://www.instagram.com/costanzodellaporta/
DELRIO GRAZIANO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/GrazianoDelrioufficiale,Graziano Delrio,
DI GIROLAMO GABRIELLA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/profile.php?id=100057680244642,Gabriella Di Girolamo,https://www.instagram.com/gabrielladigirolamo.m5s/
DREOSTO MARCO,Senato Italia,CENTRODESTRA,https://www.facebook.com/dreostomarco,Marco Dreosto,https://www.instagram.com/marco.dreosto/
DURIGON CLAUDIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/ClaudioDurigonfanpage,Claudio Durigon,https://www.instagram.com/durigonclaudio/
DURNWALDER MEINHARD,Senato Italia,ALTRO,,,
FALLUCCHI ANNA MARIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/iosonoannamaria,Anna Maria Fallucchi,https://www.instagram.com/annamariafallucchi/
FAROLFI MARTA,Senato Italia,CENTRODESTRA,https://www.facebook.com/marta.farolfi,Marta Farolfi,https://www.instagram.com/marta.farolfi/
FAZZOLARI GIOVANBATTISTA,Senato Italia,CENTRODESTRA,,,
FAZZONE CLAUDIO,Senato Italia,CENTRODESTRA,,,
FINA MICHELE,Senato Italia,CENTROSINISTRA,https://www.facebook.com/michelefina78,Michele Fina,https://www.instagram.com/finamichele/
FLORIDIA AURORA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/profile.php?id=100085195941028,Aurora Floridia,
FLORIDIA BARBARA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/floridiabarbara,Barbara Floridia,https://www.instagram.com/barbarafloridia/
FRANCESCHELLI SILVIO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/SilvioFranceschelliIT,Silvio Franceschelli,https://www.instagram.com/franceschellisilvio/
FRANCESCHINI DARIO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/paginaDarioFranceschini,Dario Franceschini,
FREGOLENT SILVIA,Senato Italia,TERZO POLO,https://www.facebook.com/silvia.fregolent,Silvia Fregolent,https://www.instagram.com/silvia.fregolent/
FURLAN ANNAMARIA,Senato Italia,CENTROSINISTRA,,,
GARAVAGLIA MASSIMO,Senato Italia,CENTRODESTRA,,,https://www.instagram.com/massimogaravagliaofficial/
GARNERO SANTANCHE' DANIELA,Senato Italia,CENTRODESTRA,https://www.facebook.com/danielasantanche,Daniela Santanchè,https://www.instagram.com/danielasantanche/
GERMANA' ANTONINO SALVATORE,Senato Italia,CENTRODESTRA,https://www.facebook.com/ninogermana,Nino Germanà,https://www.instagram.com/_mana76/
GIORGIS ANDREA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/andreagiorgisufficiale,Andrea Giorgis,https://www.instagram.com/andreagiorgis/
GUIDI ANTONIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/AntonioGuidiUfficiale,Antonio Guidi,
GUIDOLIN BARBARA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/BarbaraGuidolinM5S,Barbara Guidolin,https://www.instagram.com/guidolin.barbara/
IANNONE ANTONIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/AntonioIannonepage,Antonio Iannone,https://www.instagram.com/antonio_iannone/
IRTO NICOLA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/nicoirto,Nicola Irto,https://www.instagram.com/nicola.irto/
LA PIETRA PATRIZIO GIACOMO,Senato Italia,CENTRODESTRA,https://www.facebook.com/lapietralsenato,Patrizio La Pietra,https://www.instagram.com/patriziolapietra/
LA RUSSA IGNAZIO BENITO MARIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/Sen.LaRussa,Ignazio La Russa,https://www.instagram.com/ignazio.larussa/
LEONARDI ELENA,Senato Italia,CENTRODESTRA,https://www.facebook.com/elenaleonardifratelliditalia,Elena Leonardi,
LICHERI ETTORE ANTONIO,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/ettorelicheri,Ettore Licheri,https://www.instagram.com/ettorelicheri/
LIRIS GUIDO QUINTINO,Senato Italia,CENTRODESTRA,https://www.facebook.com/GQLiris,Guido Quintino Liris,https://www.instagram.com/guidoliris/
LOPREIATO ADA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/profile.php?id=100075949730298,Ada Lopreiato,https://www.instagram.com/avv.adalopreiato/
LORENZIN BEATRICE,Senato Italia,CENTROSINISTRA,https://www.facebook.com/BeatriceLorenzin,Beatrice Lorenzin,https://www.instagram.com/bealorenzin/
LOSACCO ALBERTO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/alberto.losacco,Alberto Losacco,
LOTITO CLAUDIO,Senato Italia,CENTRODESTRA,,,
MAIORINO ALESSANDRA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/MaiorinoAle,Alessandra Maiorino,https://www.instagram.com/alessandra.maiorino/
MALAN LUCIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/senatoreluciomalan,Lucio Malan,https://www.instagram.com/lucio_malan/
MALPEZZI SIMONA FLAVIA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/simonaflaviamalpezzi,Simona Flavia Malpezzi,https://www.instagram.com/lamalp/
MANCA DANIELE,Senato Italia,CENTROSINISTRA,https://www.facebook.com/danielemancaimola,Daniele Manca,
MARTELLA ANDREA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/andreamartella68,Andrea Martella,
MARTI ROBERTO,Senato Italia,CENTRODESTRA,https://www.facebook.com/robertomartiofficial,Roberto Marti,https://www.instagram.com/sen.robertomarti/
MARTON BRUNO,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/brunomartonm5s,Bruno Marton,
MAZZELLA ORFEO,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/orfeo.mazzella.m5s,Orfeo Mazzella,https://www.instagram.com/orfeomazzella/
MELCHIORRE FILIPPO,Senato Italia,CENTRODESTRA,https://www.facebook.com/melchiorrefilippo,Filippo Melchiorre,https://www.instagram.com/melchiorref/
MELONI MARCO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/marcomeloniweb,Marco Meloni,
MENIA ROBERTO,Senato Italia,CENTRODESTRA,https://www.facebook.com/profile.php?id=100063452934460,Roberto Menia,
MENNUNI LAVINIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/laviniamennuniofficial,Lavinia Mennuni,https://www.instagram.com/mennunilavinia/
MICCICHE' GIOVANNI,Senato Italia,CENTRODESTRA,,,
MIELI ESTER,Senato Italia,CENTRODESTRA,,,
MINASI CLOTILDE,Senato Italia,CENTRODESTRA,,,
MISIANI ANTONIO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/antoniomisiani,Antonio Misiani,https://www.instagram.com/antoniomisiani/
MURELLI ELENA,Senato Italia,CENTRODESTRA,https://www.facebook.com/ElenaMurelli75,Elena Murelli,https://www.instagram.com/elena_murelli/
MUSOLINO DAFNE,Senato Italia,ALTRO,,,
MUSUMECI SEBASTIANO DETTO NELLO,Senato Italia,CENTRODESTRA,https://www.facebook.com/nellomusumeci.page,https://www.facebook.com/nellomusumeci.page,https://www.instagram.com/nello.musumeci/
NASTRI GAETANO,Senato Italia,CENTRODESTRA,https://www.facebook.com/GaetanoNastri.Novara,Gaetano Nastri,
NATURALE GISELLA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/gisellanaturalem5s,Gisella Naturale,https://www.instagram.com/gisella_naturale/
NAVE LUIGI,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/Nave5stelle,Luigi Nave,https://www.instagram.com/naveluigi/
NICITA ANTONIO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/antonionicitasenato,Antonio Nicita,
NOCCO VITA MARIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/12marianocco,Maria Nocco,
OCCHIUTO MARIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/profile.php?id=100044471228014,Mario Occhiuto,
ORSOMARSO FAUSTO,Senato Italia,CENTRODESTRA,https://www.facebook.com/fausto.orsomarso.fratelliditalia,Fausto Orsomarso,https://www.instagram.com/faustoorsomarso/
OSTELLARI ANDREA,Senato Italia,CENTRODESTRA,https://www.facebook.com/OstellariAndrea,Andrea Ostellari,https://www.instagram.com/andrea.ostellari/
PARRINI DARIO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/parrinidario,Dario Parrini,
PATTON PIETRO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/PietroPatton,Pietro Patton,
PATUANELLI STEFANO,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/stefanopatuanelli,Stefano Patuanelli,https://www.instagram.com/stefanipatuanelli/
PERA MARCELLO,Senato Italia,CENTRODESTRA,,,
PETRENGA GIOVANNA,Senato Italia,CENTRODESTRA,https://www.facebook.com/giovannapetrenga,Sostenitori di Giovanna Petrenga,
PETRUCCI SIMONA,Senato Italia,CENTRODESTRA,https://www.facebook.com/SimonaPetrucciSenatore,Simona Petrucci,https://www.instagram.com/simonapetrucci71/
PIRONDINI LUCA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/LucaPirondiniM5S,Luca Pirondini,
PIROVANO DAISY,Senato Italia,CENTRODESTRA,https://www.facebook.com/pirovanodaisy,Daisy Pirovano,https://www.instagram.com/daisy_pirovano/
PIRRO ELISA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/ElisaPirroM5S,Elisa Pirro,
POTENTI MANFREDI,Senato Italia,CENTRODESTRA,https://www.facebook.com/on.manfredipotenti,Manfredi Potenti,https://www.instagram.com/onmanfredipotenti/
PUCCIARELLI STEFANIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/StefaniaPucciarelli.Lega,Stefania Pucciarelli,https://www.instagram.com/stefaniapucciarelli_senato/
RANDO VINCENZA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/enzarando.official,Enza Rando,https://www.instagram.com/enzarando.official/
RAPANI ERNESTO,Senato Italia,CENTRODESTRA,https://www.facebook.com/rapaniernesto,Ernesto Rapani,https://www.instagram.com/ernestorapani/
RAUTI ISABELLA,Senato Italia,CENTRODESTRA,https://www.facebook.com/isabellarauti,Isabella Rauti,https://www.instagram.com/isabellarauti/
RENZI MATTEO,Senato Italia,TERZO POLO,https://www.facebook.com/matteorenziufficiale,Matteo Renzi,
ROJC TATIANA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/profile.php?id=100041638631362,Tatjana ROJC Senator,
ROMEO MASSIMILIANO,Senato Italia,CENTRODESTRA,https://www.facebook.com/maxromeoMB,Massimiliano Romeo,https://www.instagram.com/massimiliano_romeo_official/
RONZULLI LICIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/licia.ronzulli,Licia Ronzulli,https://www.instagram.com/liciaronzulli/
ROSA GIANNI,Senato Italia,CENTRODESTRA,https://www.facebook.com/giannirosa.paginaufficiale,Gianni Rosa,https://www.instagram.com/giannirosa65/
ROSSOMANDO ANNA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/RossomandoPd,Anna Rossomando,
RUSSO RAOUL,Senato Italia,CENTRODESTRA,https://www.facebook.com/RaoulRussoProfiloUfficiale,Raoul Russo,
SALLEMI SALVATORE,Senato Italia,CENTRODESTRA,,,
SALVINI MATTEO,Senato Italia,CENTRODESTRA,https://www.facebook.com/salviniofficial,Matteo Salvini,https://www.instagram.com/matteosalviniofficial/
SCALFAROTTO IVAN,Senato Italia,TERZO POLO,https://www.facebook.com/scalfarotto,Ivan Scalfarotto,https://www.instagram.com/ivanscalfarotto/
SCARPINATO ROBERTO MARIA FERDINANDO,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/profile.php?id=100088178659334,Roberto Scarpinato,
SIGISMONDI ETELWARDO,Senato Italia,CENTRODESTRA,https://www.facebook.com/EtelwardoSigismondi,Etelwardo Sigismondi,https://www.instagram.com/etelsigismondi/
SILVESTRONI MARCO,Senato Italia,CENTRODESTRA,https://www.facebook.com/marcosilvestroniofficial,Marco Silvestroni,https://www.instagram.com/silvestroni_official/
SIRONI ELENA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/ElenaSironiM5s,Elena Sironi,
SISTO FRANCESCO PAOLO,Senato Italia,CENTRODESTRA,https://www.facebook.com/francescopaolosisto2,Francesco Paolo Sisto,
SPAGNOLLI LUIGI,Senato Italia,CENTROSINISTRA,https://www.facebook.com/profile.php?id=100085335903333,Luigi Spagnolli,
SPELGATTI NICOLETTA,Senato Italia,CENTRODESTRA,,,
SPERANZON RAFFAELE,Senato Italia,CENTRODESTRA,https://www.facebook.com/RaffaeleSPERANZON,Raffaele SPERANZON,https://www.instagram.com/raffaelesperanzon/
STEFANI ERIKA,Senato Italia,CENTRODESTRA,https://www.facebook.com/ErikaStefani1971,Erika Stefani,
TERZI DI SANT'AGATA GIULIOMARIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/ambasciatoregiulioterzi,Giulio Terzi,
TESTOR ELENA,Senato Italia,CENTRODESTRA,https://www.facebook.com/ElenaTestor73,Elena Testor,
TOSATO PAOLO,Senato Italia,CENTRODESTRA,https://www.facebook.com/senatorepaolotosato,Paolo Tosato,https://www.instagram.com/senatoretosato/
TURCO MARIO,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/MarioTurcoM5S,Mario Turco,
UNTERBERGER JULIANE,Senato Italia,ALTRO,https://www.facebook.com/profile.php?id=100064059281605,Julia Unterberger - Senatorin/senatrice,
URSO ADOLFO,Senato Italia,CENTRODESTRA,https://www.facebook.com/UrsoAdolfo,Adolfo Urso,https://www.instagram.com/adolfo_urso/
VALENTE VALERIA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/valeriavalenteufficiale,Valeria Valente,
VERINI WALTER,Senato Italia,CENTROSINISTRA,https://www.facebook.com/WalterVeriniSenatorePD,Walter Verini - Senatore PD,
VERSACE GIUSEPPINA DETTA GIUSY,Senato Italia,TERZO POLO,https://www.facebook.com/GiusyVersaceOfficial,Giusy Versace,https://www.instagram.com/giusy_versace_official/
ZAFFINI FRANCESCO,Senato Italia,CENTRODESTRA,https://www.facebook.com/zaffinifranco,Franco Zaffini,https://www.instagram.com/francozaffini/
ZAMBITO YLENIA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/zambitoylenia,Ylenia Zambito,https://www.instagram.com/yleniazambito/
ZAMPA SANDRA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/szampa56,Sandra Zampa,
ZANETTIN PIERANTONIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/pierantoniozanettinofficial,Pierantonio Zanettin,
ZANGRILLO PAOLO,Senato Italia,CENTRODESTRA,https://www.facebook.com/PaoloZangrilloforzaitalia,Paolo Zangrillo,
ZEDDA ANTONELLA,Senato Italia,CENTRODESTRA,https://www.facebook.com/CoordinatoreRegionaleFdISardegna,Antonella Zedda,
